tracklet,label,score,best_frame
trj_id1_ti1_1258_tf1_1275,BP,17.99948501586914,11
trj_id1_ti1_1282_tf1_1288,OG,6.980714797973633,1
trj_id1_ti1_1293_tf1_1304,BP,11.999739646911621,9
trj_id1_ti1_1309_tf1_1311,OG,2.9998559951782227,1
trj_id1_ti1_1314_tf1_1323,GB,9.821660995483398,6
trj_id1_ti1_1751_tf1_1871,GG,95.49231719970703,49
trj_id1_ti1_1_tf1_272,GB,247.40692138671875,122
trj_id1_ti1_2291_tf1_2291,OG,1.0,1
trj_id1_ti1_2295_tf1_2295,OG,0.9999964237213135,1
trj_id1_ti1_2302_tf1_2329,OG,27.999305725097656,18
trj_id1_ti1_2338_tf1_2360,OG,22.381879806518555,18
trj_id1_ti1_2749_tf1_2964,OG,208.26315307617188,24
trj_id1_ti1_274_tf1_498,GB,208.22760009765625,193
trj_id1_ti1_2968_tf1_3000,GB,27.93263053894043,14
trj_id1_ti1_930_tf1_1252,BP,321.45361328125,8
trj_id2_ti1_1422_tf1_1639,OG,182.56643676757812,9
trj_id2_ti1_1648_tf1_2247,OB,454.1762390136719,12
trj_id2_ti1_1_tf1_87,OB,86.55886840820312,53
trj_id2_ti1_2248_tf1_2319,OB,23.950124740600586,71
trj_id2_ti1_2543_tf1_2700,OG,125.38739776611328,25
trj_id2_ti1_2708_tf1_2710,OG,2.813957691192627,3
trj_id2_ti1_2713_tf1_3000,OB,280.5545959472656,270
trj_id2_ti1_366_tf1_372,OB,6.992294788360596,7
trj_id2_ti1_380_tf1_380,OB,0.9999971389770508,1
trj_id2_ti1_410_tf1_686,OG,265.3710021972656,35
trj_id2_ti1_692_tf1_806,OG,106.62332916259766,7
trj_id2_ti1_94_tf1_355,OB,248.21189880371094,21
trj_id3_ti1_1195_tf1_1212,OG,15.76411247253418,16
trj_id3_ti1_1216_tf1_1252,OG,31.235126495361328,20
trj_id3_ti1_1258_tf1_1275,OG,17.984039306640625,9
trj_id3_ti1_1282_tf1_1288,BP,7.0,1
trj_id3_ti1_1293_tf1_1293,OG,0.9999083280563354,1
trj_id3_ti1_1297_tf1_1311,GB,14.998529434204102,1
trj_id3_ti1_1314_tf1_1315,OG,1.99979829788208,2
trj_id3_ti1_1322_tf1_1322,Unknown,0,0
trj_id3_ti1_1324_tf1_1329,BP,5.999995231628418,3
