tracklet,label,score,best_frame
trj_id1_ti5_1434_tf5_1701,OB,229.53538513183594,11
trj_id1_ti5_1_tf5_48,OG,45.47157287597656,11
trj_id1_ti5_2425_tf5_2436,OB,11.9968843460083,5
trj_id1_ti5_2439_tf5_2443,OB,4.999747276306152,5
trj_id1_ti5_67_tf5_255,OG,180.0679931640625,5
trj_id2_ti5_1201_tf5_1208,PP,7.999999523162842,3
trj_id2_ti5_1380_tf5_1421,OB,41.877620697021484,14
trj_id2_ti5_1596_tf5_1767,OG,152.78875732421875,34
trj_id2_ti5_1_tf5_600,PP,599.9995727539062,4
trj_id2_ti5_2010_tf5_2027,PP,17.996389389038086,12
trj_id2_ti5_2031_tf5_2041,PP,10.983232498168945,1
trj_id2_ti5_2049_tf5_2055,PP,6.2018609046936035,7
trj_id2_ti5_2072_tf5_2075,PP,3.9806861877441406,2
trj_id2_ti5_2169_tf5_2199,GG,27.601932525634766,13
trj_id2_ti5_2257_tf5_2341,PP,83.14120483398438,61
trj_id2_ti5_601_tf5_1200,PP,599.9984130859375,33
trj_id3_ti5_1470_tf5_1506,OG,18.056737899780273,36
trj_id3_ti5_1595_tf5_1648,BP,51.69172286987305,24
trj_id3_ti5_1654_tf5_1654,BP,0.9996615648269653,1
trj_id3_ti5_1656_tf5_1656,BP,0.9999934434890747,1
trj_id3_ti5_1666_tf5_1679,BP,13.64355754852295,11
trj_id3_ti5_1692_tf5_1744,PP,49.76739501953125,40
trj_id3_ti5_1750_tf5_1751,PP,1.9932148456573486,1
trj_id3_ti5_1820_tf5_2260,OG,409.0643005371094,71
trj_id3_ti5_2399_tf5_2421,OB,22.99985694885254,7
trj_id3_ti5_2460_tf5_2491,OB,31.997486114501953,18
trj_id3_ti5_2493_tf5_2563,OB,70.87130737304688,31
trj_id3_ti5_2574_tf5_2602,OG,21.82047462463379,11
trj_id3_ti5_2621_tf5_3000,OG,349.84521484375,33
trj_id3_ti5_263_tf5_359,OG,79.57972717285156,5
trj_id3_ti5_780_tf5_1379,OB,582.2564697265625,29
trj_id4_ti5_1865_tf5_1877,OB,12.902305603027344,11
trj_id4_ti5_1879_tf5_1879,OB,0.9999926090240479,1
trj_id4_ti5_1881_tf5_1881,OB,0.9996399879455566,1
trj_id4_ti5_1883_tf5_1936,OB,53.08198547363281,28
trj_id4_ti5_1938_tf5_2199,GB,230.19046020507812,17
trj_id4_ti5_2274_tf5_2391,OG,110.32305908203125,18
trj_id4_ti5_2399_tf5_2408,OG,8.598426818847656,10
trj_id4_ti5_2442_tf5_2481,OG,37.898963928222656,37
trj_id4_ti5_2483_tf5_2549,OG,49.11140441894531,39
trj_id4_ti5_2564_tf5_2754,GB,161.619140625,138
trj_id4_ti5_2768_tf5_3000,GB,201.18792724609375,223
trj_id4_ti5_524_tf5_649,OG,114.4723129272461,104
trj_id4_ti5_653_tf5_1111,GB,423.4027099609375,193
trj_id5_ti5_1135_tf5_1145,GB,6.751873016357422,1
trj_id5_ti5_1177_tf5_1463,GB,261.14495849609375,65
trj_id5_ti5_1470_tf5_1625,GB,132.6248016357422,76
trj_id5_ti5_1640_tf5_1648,PP,7.839155197143555,9
trj_id5_ti5_1654_tf5_1654,PP,0.9999992847442627,1
trj_id5_ti5_1656_tf5_1656,PP,0.9999518394470215,1
trj_id5_ti5_1666_tf5_1679,PP,13.249878883361816,6
trj_id5_ti5_1692_tf5_1704,BP,12.996706008911133,2
trj_id5_ti5_1729_tf5_1840,OB,110.34099578857422,108
trj_id5_ti5_181_tf5_649,GB,255.18353271484375,173
trj_id5_ti5_1865_tf5_1877,GB,9.814070701599121,9
trj_id5_ti5_1879_tf5_1879,GB,0.9999992847442627,1
trj_id5_ti5_1881_tf5_1881,Unknown,0,0
trj_id5_ti5_1883_tf5_1936,GB,44.39750671386719,1
trj_id5_ti5_1938_tf5_2058,OB,120.08597564697266,88
trj_id5_ti5_1_tf5_79,GB,60.54757308959961,1
trj_id5_ti5_2072_tf5_2156,BP,81.76280212402344,30
trj_id5_ti5_2167_tf5_2167,GG,0.9999759197235107,1
trj_id5_ti5_2308_tf5_2526,GG,137.07533264160156,16
trj_id5_ti5_2574_tf5_2663,OB,89.9816665649414,12
trj_id5_ti5_2678_tf5_2678,OB,0.996580183506012,1
trj_id5_ti5_2688_tf5_2832,OB,143.3790283203125,78
trj_id5_ti5_2949_tf5_2994,PP,41.80033874511719,21
trj_id5_ti5_653_tf5_680,OG,24.67623519897461,3
trj_id5_ti5_688_tf5_732,OG,38.037601470947266,45
trj_id5_ti5_766_tf5_856,BP,87.5465087890625,16
trj_id5_ti5_89_tf5_92,GB,3.9771173000335693,4
trj_id5_ti5_94_tf5_94,GB,0.9995065927505493,1
trj_id5_ti5_96_tf5_160,GB,51.17390441894531,46
trj_id6_ti5_1636_tf5_1840,GB,187.19174194335938,168
trj_id6_ti5_166_tf5_765,BP,591.0242919921875,10
trj_id6_ti5_1_tf5_160,OB,146.6646728515625,79
trj_id6_ti5_2024_tf5_2027,BP,3.767685890197754,4
trj_id6_ti5_2031_tf5_2041,BP,9.6143159866333,1
trj_id6_ti5_2049_tf5_2055,BP,6.928796291351318,6
trj_id6_ti5_2082_tf5_2156,GG,62.97805404663086,4
trj_id6_ti5_2167_tf5_2167,Unknown,0,0
trj_id6_ti5_2311_tf5_2481,GB,157.53659057617188,63
trj_id6_ti5_2483_tf5_2549,GB,66.13460540771484,43
trj_id6_ti5_2961_tf5_3000,OB,33.3672981262207,34
trj_id6_ti5_988_tf5_1463,OG,460.0142822265625,19
