BB_X,BB_Y,BB_OR,BB_ass_type,BG_X,BG_Y,BG_OR,BG_ass_type,BO_X,BO_Y,BO_OR,BO_ass_type,BP_X,BP_Y,BP_OR,BP_ass_type,GB_X,GB_Y,GB_OR,GB_ass_type,GG_X,GG_Y,GG_OR,GG_ass_type,GO_X,GO_Y,GO_OR,GO_ass_type,GP_X,GP_Y,GP_OR,GP_ass_type,OB_X,OB_Y,OB_OR,OB_ass_type,OG_X,OG_Y,OG_OR,OG_ass_type,OO_X,OO_Y,OO_OR,OO_ass_type,OP_X,OP_Y,OP_OR,OP_ass_type,PB_X,PB_Y,PB_OR,PB_ass_type,PG_X,PG_Y,PG_OR,PG_ass_type,PO_X,PO_Y,PO_OR,PO_ass_type,PP_X,PP_Y,PP_OR,PP_ass_type
0.0380851626396179,0.0632560700178146,NaN,4,0.0401361621916294,0.00286997458897531,NaN,3,0.0380851626396179,0.0632560700178146,NaN,4,0.0401361621916294,0.00286997458897531,NaN,3,0.0536631494760513,0.0646550804376602,2.50483679771423,1,0.0380851626396179,0.0632560700178146,NaN,3,0.0380851626396179,0.0632560700178146,NaN,4,0.0380851626396179,0.0632560700178146,NaN,4,0.0781517773866653,0.028467632830143,1.22400462627411,1,0.0202416740357876,0.0327507331967354,-2.87374949455261,1,0.0401361621916294,0.00286997458897531,NaN,4,0.0401361621916294,0.00286997458897531,NaN,3,0.0380851626396179,0.0632560700178146,NaN,4,0.0380851626396179,0.0632560700178146,NaN,4,0.0380851626396179,0.0632560700178146,NaN,4,0.0336930528283119,0.0622539483010769,0.805263817310333,1
0.0380782037973404,0.063244104385376,NaN,4,0.0401472188532352,0.00285849580541253,NaN,3,0.0380782037973404,0.063244104385376,NaN,4,0.0401472188532352,0.00285849580541253,NaN,3,0.0538033358752728,0.0645884051918983,2.45578360557556,1,0.0380782037973404,0.063244104385376,NaN,3,0.0380782037973404,0.063244104385376,NaN,4,0.0380782037973404,0.063244104385376,NaN,4,0.0780550166964531,0.0286716260015965,1.39969861507416,1,0.0195695087313652,0.0324980169534683,-2.85812711715698,1,0.0401472188532352,0.00285849580541253,NaN,4,0.0401472188532352,0.00285849580541253,NaN,3,0.0380782037973404,0.063244104385376,NaN,4,0.0380782037973404,0.063244104385376,NaN,4,0.0380782037973404,0.063244104385376,NaN,4,0.033691618591547,0.0622502118349075,0.800319254398346,1
0.0380805246531963,0.0632456094026566,NaN,4,0.0401731580495834,0.00284992670640349,NaN,3,0.0380805246531963,0.0632456094026566,NaN,4,0.0401731580495834,0.00284992670640349,NaN,3,0.0537721216678619,0.0645876824855804,2.36902976036072,1,0.0380805246531963,0.0632456094026566,NaN,3,0.0380805246531963,0.0632456094026566,NaN,4,0.0380805246531963,0.0632456094026566,NaN,4,0.0780674964189529,0.0290216021239758,1.38426244258881,1,0.0189887955784798,0.0319440551102161,-2.51727700233459,1,0.0401731580495834,0.00284992670640349,NaN,4,0.0401731580495834,0.00284992670640349,NaN,3,0.0380805246531963,0.0632456094026566,NaN,4,0.0380805246531963,0.0632456094026566,NaN,4,0.0380805246531963,0.0632456094026566,NaN,4,0.0337015390396118,0.0622566193342209,0.801065981388092,1
0.0380829721689224,0.0632469952106476,NaN,4,0.0401708148419857,0.00284474808722734,NaN,3,0.0380829721689224,0.0632469952106476,NaN,4,0.0401708148419857,0.00284474808722734,NaN,3,0.0537014119327068,0.0646611303091049,2.30004334449768,1,0.0380829721689224,0.0632469952106476,NaN,3,0.0380829721689224,0.0632469952106476,NaN,4,0.0380829721689224,0.0632469952106476,NaN,4,0.0781795457005501,0.0292529370635748,1.24138629436493,1,0.0182870198041201,0.031338557600975,-2.58969378471375,1,0.0401708148419857,0.00284474808722734,NaN,4,0.0401708148419857,0.00284474808722734,NaN,3,0.0380829721689224,0.0632469952106476,NaN,4,0.0380829721689224,0.0632469952106476,NaN,4,0.0380829721689224,0.0632469952106476,NaN,4,0.0337009914219379,0.0622453913092613,0.80887371301651,1
0.0380696542561054,0.063245102763176,NaN,4,0.040174700319767,0.00284290220588446,NaN,3,0.0380696542561054,0.063245102763176,NaN,4,0.040174700319767,0.00284290220588446,NaN,3,0.0535280629992485,0.064760223031044,2.43341088294983,1,0.0380696542561054,0.063245102763176,NaN,3,0.0380696542561054,0.063245102763176,NaN,4,0.0380696542561054,0.063245102763176,NaN,4,0.0782304182648659,0.0294529348611832,1.21811044216156,1,0.0175050888210535,0.0307566430419683,-2.5158314704895,1,0.040174700319767,0.00284290220588446,NaN,4,0.040174700319767,0.00284290220588446,NaN,3,0.0380696542561054,0.063245102763176,NaN,4,0.0380696542561054,0.063245102763176,NaN,4,0.0380696542561054,0.063245102763176,NaN,4,0.0337061136960983,0.0622642934322357,0.815095245838165,1
0.0380794070661068,0.0632465928792953,NaN,4,0.0402048379182816,0.00283125345595181,NaN,3,0.0380794070661068,0.0632465928792953,NaN,4,0.0402048379182816,0.00283125345595181,NaN,3,0.0532128773629665,0.0649005025625229,2.57797837257385,1,0.0380794070661068,0.0632465928792953,NaN,3,0.0380794070661068,0.0632465928792953,NaN,4,0.0380794070661068,0.0632465928792953,NaN,4,0.0783021152019501,0.0296487901359797,1.14500558376312,1,0.0167426839470863,0.0302023813128471,-2.65255975723267,1,0.0402048379182816,0.00283125345595181,NaN,4,0.0402048379182816,0.00283125345595181,NaN,3,0.0380794070661068,0.0632465928792953,NaN,4,0.0380794070661068,0.0632465928792953,NaN,4,0.0380794070661068,0.0632465928792953,NaN,4,0.0337055325508118,0.0622610487043858,0.821135103702545,1
0.0380729176104069,0.0632421150803566,NaN,4,0.0402175225317478,0.00282645062543452,NaN,3,0.0380729176104069,0.0632421150803566,NaN,4,0.0402175225317478,0.00282645062543452,NaN,3,0.052942231297493,0.0649356245994568,2.6325900554657,1,0.0380729176104069,0.0632421150803566,NaN,3,0.0380729176104069,0.0632421150803566,NaN,4,0.0380729176104069,0.0632421150803566,NaN,4,0.0783346369862556,0.0297242067754269,1.15186059474945,1,0.0159201566129923,0.0294947605580091,-2.5366518497467,1,0.0402175225317478,0.00282645062543452,NaN,4,0.0402175225317478,0.00282645062543452,NaN,3,0.0380729176104069,0.0632421150803566,NaN,4,0.0380729176104069,0.0632421150803566,NaN,4,0.0380729176104069,0.0632421150803566,NaN,4,0.0336975157260895,0.0622491016983986,0.829901516437531,1
0.0380809046328068,0.0632548704743385,NaN,4,0.0402388498187065,0.00282185664400458,NaN,3,0.0380809046328068,0.0632548704743385,NaN,4,0.0402388498187065,0.00282185664400458,NaN,3,0.0528674051165581,0.0649529919028282,2.63027834892273,1,0.0380809046328068,0.0632548704743385,NaN,3,0.0380809046328068,0.0632548704743385,NaN,4,0.0380809046328068,0.0632548704743385,NaN,4,0.0783601552248001,0.0299946870654821,1.15374410152435,1,0.0156012177467346,0.0288758985698223,-2.3560893535614,1,0.0402388498187065,0.00282185664400458,NaN,4,0.0402388498187065,0.00282185664400458,NaN,3,0.0380809046328068,0.0632548704743385,NaN,4,0.0380809046328068,0.0632548704743385,NaN,4,0.0380809046328068,0.0632548704743385,NaN,4,0.0337034650146961,0.0622531622648239,0.827065765857697,1
0.0380784384906292,0.0632541850209236,NaN,4,0.040242176502943,0.00282735517248511,NaN,3,0.0380784384906292,0.0632541850209236,NaN,4,0.040242176502943,0.00282735517248511,NaN,3,0.0526793412864208,0.0649647414684296,2.721355676651,1,0.0380784384906292,0.0632541850209236,NaN,3,0.0380784384906292,0.0632541850209236,NaN,4,0.0380784384906292,0.0632541850209236,NaN,4,0.0783787071704865,0.0301457811146975,1.18929851055145,1,0.0155409732833505,0.0283394046127796,-2.04270672798157,1,0.040242176502943,0.00282735517248511,NaN,4,0.040242176502943,0.00282735517248511,NaN,3,0.0380784384906292,0.0632541850209236,NaN,4,0.0380784384906292,0.0632541850209236,NaN,4,0.0380784384906292,0.0632541850209236,NaN,4,0.0337150320410728,0.0622695870697498,0.82362824678421,1
0.0380789004266262,0.063248798251152,NaN,4,0.0402611382305622,0.00282249785959721,NaN,3,0.0380789004266262,0.063248798251152,NaN,4,0.0402611382305622,0.00282249785959721,NaN,3,0.0524669475853443,0.0650559365749359,2.78466296195984,1,0.0380789004266262,0.063248798251152,NaN,3,0.0380789004266262,0.063248798251152,NaN,4,0.0380789004266262,0.063248798251152,NaN,4,0.078445591032505,0.0303946547210217,1.22632348537445,1,0.0155293364077806,0.0278346054255962,-1.88453137874603,1,0.0402611382305622,0.00282249785959721,NaN,4,0.0402611382305622,0.00282249785959721,NaN,3,0.0380789004266262,0.063248798251152,NaN,4,0.0380789004266262,0.063248798251152,NaN,4,0.0380789004266262,0.063248798251152,NaN,4,0.033711489289999,0.0622661113739014,0.822157204151154,1
