ant,from,to,m,tracklet,assigned,single,source
BB,15001,15013,6,trj_id1_ti6_1_tf6_13,0,0,0
BB,15014,15068,6,trj_id1_ti6_14_tf6_68,0,0,0
BB,15069,15242,6,trj_id1_ti6_69_tf6_242,0,0,0
BB,15243,15496,6,trj_id1_ti6_243_tf6_496,0,0,0
BB,15497,15545,6,trj_id6_ti6_497_tf6_545,0,0,0
BB,15546,15603,6,trj_id4_ti6_546_tf6_603,0,0,0
BB,15604,15607,6,trj_id6_ti6_604_tf6_607,0,0,0
BB,15608,15648,6,trj_id4_ti6_608_tf6_648,0,0,0
BB,15649,15996,6,trj_id6_ti6_649_tf6_996,0,0,0
BB,15997,16054,6,trj_id6_ti6_997_tf6_1054,0,0,0
BB,16055,16057,6,trj_id2_ti6_1055_tf6_1057,0,0,0
BB,16058,16094,6,trj_id3_ti6_1058_tf6_1094,0,0,0
BB,16095,16097,6,trj_id2_ti6_1095_tf6_1097,0,0,0
BB,16098,16098,6,trj_id2_ti6_1098_tf6_1098,0,0,0
BB,16099,16099,6,trj_id2_ti6_1099_tf6_1099,0,0,0
BB,16100,16102,6,trj_id2_ti6_1100_tf6_1102,0,0,0
BB,16103,16702,6,trj_id2_ti6_1103_tf6_1702,0,0,0
BB,16703,16732,6,trj_id2_ti6_1703_tf6_1732,0,0,0
BB,16733,16811,6,trj_id2_ti6_1733_tf6_1811,0,0,0
BB,16812,16820,6,trj_id2_ti6_1812_tf6_1820,0,0,0
BB,16821,16823,6,trj_id2_ti6_1821_tf6_1823,0,0,0
BB,16824,16830,6,trj_id2_ti6_1824_tf6_1830,0,0,0
BB,16831,16831,6,trj_id2_ti6_1831_tf6_1831,0,0,0
BB,16832,16846,6,trj_id2_ti6_1832_tf6_1846,0,0,0
BB,16847,16850,6,trj_id2_ti6_1847_tf6_1850,0,0,0
BB,16851,16856,6,trj_id3_ti6_1851_tf6_1856,0,0,0
BB,16857,16862,6,trj_id2_ti6_1857_tf6_1862,0,0,0
BB,16863,16865,6,trj_id2_ti6_1863_tf6_1865,0,0,0
BB,16906,16936,6,trj_id2_ti6_1906_tf6_1936,0,0,0
BB,16937,17017,6,trj_id1_ti6_1937_tf6_2017,0,0,0
BB,17018,17231,6,trj_id5_ti6_2018_tf6_2231,0,0,0
BB,17232,17256,6,trj_id2_ti6_2232_tf6_2256,0,0,0
BB,17257,17337,6,trj_id2_ti6_2257_tf6_2337,0,0,0
BB,17338,17347,6,trj_id2_ti6_2338_tf6_2347,0,0,0
BB,17348,17348,6,trj_id2_ti6_2348_tf6_2348,0,0,0
BB,17349,17353,6,trj_id2_ti6_2349_tf6_2353,0,0,0
BB,17356,17356,6,trj_id2_ti6_2356_tf6_2356,0,0,0
BB,17378,17384,6,trj_id2_ti6_2378_tf6_2384,0,0,0
BB,17409,17419,6,trj_id2_ti6_2409_tf6_2419,0,0,0
BB,17429,17459,6,trj_id2_ti6_2429_tf6_2459,0,0,0
BB,17460,17505,6,trj_id1_ti6_2460_tf6_2505,0,0,0
BB,17506,17510,6,trj_id1_ti6_2506_tf6_2510,0,0,0
BB,17513,17513,6,trj_id1_ti6_2513_tf6_2513,0,0,0
BB,17514,17514,6,trj_id4_ti6_2514_tf6_2514,0,0,0
BB,17515,17515,6,trj_id1_ti6_2515_tf6_2515,0,0,0
BB,17516,17521,6,trj_id4_ti6_2516_tf6_2521,0,0,0
BB,17522,17549,6,trj_id5_ti6_2522_tf6_2549,0,0,0
BB,17550,17580,6,trj_id4_ti6_2550_tf6_2580,0,0,0
BB,17581,17844,6,trj_id5_ti6_2581_tf6_2844,0,0,0
BB,17845,17904,6,trj_id2_ti6_2845_tf6_2904,0,0,0
