BB_X,BB_Y,BB_OR,BG_X,BG_Y,BG_OR,BO_X,BO_Y,BO_OR,BP_X,BP_Y,BP_OR,GB_X,GB_Y,GB_OR,GG_X,GG_Y,GG_OR,GO_X,GO_Y,GO_OR,GP_X,GP_Y,GP_OR,OB_X,OB_Y,OB_OR,OG_X,OG_Y,OG_OR,OO_X,OO_Y,OO_OR,OP_X,OP_Y,OP_OR,PB_X,PB_Y,PB_OR,PG_X,PG_Y,PG_OR,PO_X,PO_Y,PO_OR,PP_X,PP_Y,PP_OR
0.0388110019266605,0.0634280368685722,NaN,0.0407981537282467,0.00279494281858206,NaN,0.0388110019266605,0.0634280368685722,NaN,0.0388110019266605,0.0634280368685722,NaN,0.0711887329816818,0.0132607910782099,-2.01874756813049,0.0376050397753716,0.0587201900780201,0.956503689289093,0.0388110019266605,0.0634280368685722,NaN,0.0388110019266605,0.0634280368685722,NaN,0.0570963956415653,0.0620512887835503,-0.350798755884171,0.0584339424967766,0.00422546686604619,-2.56311774253845,0.0407981537282467,0.00279494281858206,NaN,0.0407981537282467,0.00279494281858206,NaN,0.0388110019266605,0.0634280368685722,NaN,0.0388110019266605,0.0634280368685722,NaN,0.0388110019266605,0.0634280368685722,NaN,0.0388110019266605,0.0634280368685722,NaN
0.0387983955442905,0.0634052529931068,NaN,0.0407981537282467,0.00279494281858206,NaN,0.0387983955442905,0.0634052529931068,NaN,0.0387983955442905,0.0634052529931068,NaN,0.070772148668766,0.0128526128828526,-2.19560956954956,0.0375705882906914,0.0586908720433712,0.944339573383331,0.0387983955442905,0.0634052529931068,NaN,0.0387983955442905,0.0634052529931068,NaN,0.0575480237603188,0.061999537050724,-0.192798286676407,0.0574207939207554,0.00384924816899002,-2.54316258430481,0.0407981537282467,0.00279494281858206,NaN,0.0407981537282467,0.00279494281858206,NaN,0.0387983955442905,0.0634052529931068,NaN,0.0387983955442905,0.0634052529931068,NaN,0.0387983955442905,0.0634052529931068,NaN,0.0387983955442905,0.0634052529931068,NaN
0.0388137102127075,0.0634181350469589,NaN,0.0407989211380482,0.00279623107053339,NaN,0.0388137102127075,0.0634181350469589,NaN,0.0388137102127075,0.0634181350469589,NaN,0.0704417303204536,0.0125655438750982,-2.25170135498047,0.0376618541777134,0.0588687025010586,1.09397494792938,0.0388137102127075,0.0634181350469589,NaN,0.0388137102127075,0.0634181350469589,NaN,0.0582315549254417,0.0618363618850708,-0.16557565331459,0.0564146786928177,0.00339727313257754,-2.55677700042725,0.0407989211380482,0.00279623107053339,NaN,0.0407989211380482,0.00279623107053339,NaN,0.0388137102127075,0.0634181350469589,NaN,0.0388137102127075,0.0634181350469589,NaN,0.0388137102127075,0.0634181350469589,NaN,0.0388137102127075,0.0634181350469589,NaN
0.0388091169297695,0.0634076222777367,NaN,0.0407989211380482,0.00279623107053339,NaN,0.0388091169297695,0.0634076222777367,NaN,0.0388091169297695,0.0634076222777367,NaN,0.0700498521327972,0.012085784226656,-2.08127880096436,0.0377001017332077,0.0590226836502552,1.19693315029144,0.0388091169297695,0.0634076222777367,NaN,0.0388091169297695,0.0634076222777367,NaN,0.0586949251592159,0.061714168637991,-0.0392061807215214,0.0555157102644444,0.00301341689191759,-2.74039745330811,0.0407989211380482,0.00279623107053339,NaN,0.0407989211380482,0.00279623107053339,NaN,0.0388091169297695,0.0634076222777367,NaN,0.0388091169297695,0.0634076222777367,NaN,0.0388091169297695,0.0634076222777367,NaN,0.0388091169297695,0.0634076222777367,NaN
0.0387935601174831,0.0633944422006607,NaN,0.0407989211380482,0.00279623107053339,NaN,0.0387935601174831,0.0633944422006607,NaN,0.0387935601174831,0.0633944422006607,NaN,0.0696098655462265,0.0115814348682761,-2.08066654205322,0.0377423837780952,0.059206273406744,1.367884516716,0.0387935601174831,0.0633944422006607,NaN,0.0387935601174831,0.0633944422006607,NaN,0.0592619366943836,0.0618875660002232,0.162370055913925,0.0544734261929989,0.00277262157760561,-2.78641581535339,0.0407989211380482,0.00279623107053339,NaN,0.0407989211380482,0.00279623107053339,NaN,0.0387935601174831,0.0633944422006607,NaN,0.0387935601174831,0.0633944422006607,NaN,0.0387935601174831,0.0633944422006607,NaN,0.0387935601174831,0.0633944422006607,NaN
0.0387944802641869,0.063395082950592,NaN,0.0408074259757996,0.00279372557997704,NaN,0.0387944802641869,0.063395082950592,NaN,0.0387944802641869,0.063395082950592,NaN,0.0691753923892975,0.0111194802448153,-2.14187812805176,0.0378153398633003,0.0592565760016441,1.60261189937592,0.0387944802641869,0.063395082950592,NaN,0.0387944802641869,0.063395082950592,NaN,0.0598913691937923,0.06204953789711,0.207979291677475,0.0535945743322372,0.00265260692685843,-2.94383192062378,0.0408074259757996,0.00279372557997704,NaN,0.0408074259757996,0.00279372557997704,NaN,0.0387944802641869,0.063395082950592,NaN,0.0387944802641869,0.063395082950592,NaN,0.0387944802641869,0.063395082950592,NaN,0.0387944802641869,0.063395082950592,NaN
0.0387676656246185,0.0633540749549866,NaN,0.0408012568950653,0.00279597705230117,NaN,0.0387676656246185,0.0633540749549866,NaN,0.0387676656246185,0.0633540749549866,NaN,0.0688146501779556,0.0108102047815919,-2.0958104133606,0.0378832705318928,0.0593770481646061,1.86915576457977,0.0387676656246185,0.0633540749549866,NaN,0.0387676656246185,0.0633540749549866,NaN,0.0603721514344215,0.0621199049055576,0.173404783010483,0.0525193773210049,0.00265119574032724,-2.84461069107056,0.0408012568950653,0.00279597705230117,NaN,0.0408012568950653,0.00279597705230117,NaN,0.0387676656246185,0.0633540749549866,NaN,0.0387676656246185,0.0633540749549866,NaN,0.0387676656246185,0.0633540749549866,NaN,0.0387676656246185,0.0633540749549866,NaN
0.038749985396862,0.0633735209703445,NaN,0.0408074259757996,0.00279253791086376,NaN,0.038749985396862,0.0633735209703445,NaN,0.038749985396862,0.0633735209703445,NaN,0.0684128552675247,0.0103687616065145,-2.16750979423523,0.0380155891180038,0.0594960153102875,2.10933709144592,0.038749985396862,0.0633735209703445,NaN,0.038749985396862,0.0633735209703445,NaN,0.0605315640568733,0.0621135570108891,0.154054254293442,0.0516976676881313,0.00237103318795562,-2.82233238220215,0.0408074259757996,0.00279253791086376,NaN,0.0408074259757996,0.00279253791086376,NaN,0.038749985396862,0.0633735209703445,NaN,0.038749985396862,0.0633735209703445,NaN,0.038749985396862,0.0633735209703445,NaN,0.038749985396862,0.0633735209703445,NaN
0.0387515909969807,0.0633536279201508,NaN,0.0408050678670406,0.00279324338771403,NaN,0.0387515909969807,0.0633536279201508,NaN,0.0387515909969807,0.0633536279201508,NaN,0.0679400339722633,0.00992723926901817,-2.20035171508789,0.0380071513354778,0.0595601536333561,2.38555502891541,0.0387515909969807,0.0633536279201508,NaN,0.0387515909969807,0.0633536279201508,NaN,0.0605506077408791,0.0620924085378647,0.156406253576279,0.0507839620113373,0.00217848387546837,-2.7113094329834,0.0408050678670406,0.00279324338771403,NaN,0.0408050678670406,0.00279324338771403,NaN,0.0387515909969807,0.0633536279201508,NaN,0.0387515909969807,0.0633536279201508,NaN,0.0387515909969807,0.0633536279201508,NaN,0.0387515909969807,0.0633536279201508,NaN
0.0387376397848129,0.0633403733372688,NaN,0.0408050678670406,0.00279398448765278,NaN,0.0387376397848129,0.0633403733372688,NaN,0.0387376397848129,0.0633403733372688,NaN,0.067580059170723,0.00953167863190174,-2.28227257728577,0.0380827039480209,0.0596067979931831,2.63823342323303,0.0387376397848129,0.0633403733372688,NaN,0.0387376397848129,0.0633403733372688,NaN,0.0606186352670193,0.0620640218257904,0.14162740111351,0.0498092509806156,0.00200620573014021,-2.85488438606262,0.0408050678670406,0.00279398448765278,NaN,0.0408050678670406,0.00279398448765278,NaN,0.0387376397848129,0.0633403733372688,NaN,0.0387376397848129,0.0633403733372688,NaN,0.0387376397848129,0.0633403733372688,NaN,0.0387376397848129,0.0633403733372688,NaN
