BB	ant_labels
BG	ant_labels
BO	ant_labels
BP	ant_labels
GB	ant_labels
GG	ant_labels
GO	ant_labels
GP	ant_labels
OB	ant_labels
OG	ant_labels
OO	ant_labels
OP	ant_labels
PB	ant_labels
PG	ant_labels
PO	ant_labels
PP	ant_labels
NoAnt	noant_labels
Unknown	other_labels
B	tagcolors
G	tagcolors
O	tagcolors
P	tagcolors
